"mum_FPID" "id" "mum" "dad" "p" "FPID" "O_Terr" "dad_FPID" "MumStatus" "mum_Terr"
"1266" "5319_164" "6772" "5319" "6163" "1" 164 46 "6163_164" "Sub" 46
"1267" "5320_105" "5682" "5320" "1762" "1" 105 10 "1762_105" "Dom" 10
"1268" "5320_92" "5514" "5320" "1029" "1" 92 30.2 "1029_92" "Sub" 30.2
"1269" "5323_105" "5646" "5323" "1616" "1" 105 87 "1616_105" "Dom" 87
"1270" "5324_104" "5606" "5324" "3458" "1" 104 101 "3458_104" "Dom" 101
"1271" "5324_104" "5574" "5324" "1494" "1" 104 101 "1494_104" "Dom" 101
"1272" "5324_105" "5637" "5324" "1494" "1" 105 101 "1494_105" "Dom" 101
"1273" "5324_116" "6013" "5324" "1869" "0.939" 116 101 "1869_116" "Dom" 101
"1274" "5336_104" "5636" "5336" "5290" "1" 104 45 "5290_104" "Dom" 45
"1275" "5337_105" "5766" "5337" "5508" "1" 105 47.1 "5508_105" "Dom" 47.1
"1276" "5337_125" "6309" "5337" "6033" "1" 125 47.1 "6033_125" "Dom" 47.1
"1277" "5341_105" "5784" "5341" "5522" "1" 105 86 "5522_105" "Dom" 86
"1278" "542_19" "1036" "542" "673" "1" 19 96 "673_19" "Dom" 96
"1279" "542_21" "1171" "542" "547" "1" 21 96 "547_21" "U" 96
"1280" "542_21" "1151" "542" "547" "1" 21 96 "547_21" "U" 96
"1281" "542_27" "1492" "542" "544" "0.807" 27 30.1 "544_27" "U" 30.1
"1282" "543_17" "862" "543" "545" "1" 17 92 "545_17" "Dom" 92
"1283" "543_17" "941" "543" "540" "1" 17 92 "540_17" "Dom" 92
"1284" "543_17" "639" "543" "673" "0.973" 17 92 "673_17" "Dom" 92
"1285" "543_19" "1028" "543" "545" "0.996" 19 92 "545_19" "Dom" 92
"1286" "543_21" "1201" "543" "540" "0.97" 21 92 "540_21" "Dom" 92
"1287" "543_21" "1172" "543" "540" "1" 21 92 "540_21" "Dom" 92
"1288" "5450_105" "5769" "5450" "5614" "1" 105 35 "5614_105" "Dom" 35
"1289" "5450_105" "5769" "5450" "5614" "1" 105 35 "5614_105" "Dom" 37
"1290" "5450_139" "6373" "5450" "6017" "0.61" 139 35 "6017_139" "Dom" 35
"1291" "5452_105" "5764" "5452" "5334" "1" 105 50.1 "5334_105" "Dom" 50.1
"1292" "5452_124" "6166" "5452" "6029" "0.999" 124 50.1 "6029_124" "Dom" 50.1
"1293" "5452_159" "6676" "5452" "6029" "1" 159 50.1 "6029_159" "Dom" 50.1
"1294" "5452_164" "6734" "5452" "6029" "1" 164 50.1 "6029_164" "Dom" 50.1
"1295" "5457_105" "5687" "5457" "5285" "1" 105 57.1 "5285_105" "Dom" 57.1
"1296" "5465_116" "5905" "5465" "5235" "1" 116 30.2 "5235_116" "Dom" 30.2
"1297" "5465_124" "6144" "5465" "5513" "0.996" 124 32 "5513_124" "U" 32
"1298" "5465_142" "6647" "5465" "6017" "1" 142 32 "6017_142" "Dom" 32
"1299" "5465_164" "6730" "5465" "6370" "0.927" 164 32 "6370_164" "Dom" 32
"1300" "5511_105" "5773" "5511" "2974" "1" 105 121 "2974_105" "Dom" 121
"1301" "5511_118" "6034" "5511" "2974" "1" 118 121 "2974_118" "Dom" 121
"1302" "5511_142" "6649" "5511" "2974" "1" 142 121 "2974_142" "Dom" 121
"1303" "5511_144" "6672" "5511" "2974" "1" 144 121 "2974_144" "Dom" 121
"1304" "5511_164" "6770" "5511" "6565" "1" 164 121 "6565_164" "Dom" 121
"1305" "5514_105" "5779" "5514" "5321" "1" 105 41 "5321_105" "Dom" 41
"1306" "5514_118" "6021" "5514" "5321" "1" 118 41 "5321_118" "Dom" 41
"1307" "5514_124" "6154" "5514" "5321" "1" 124 41 "5321_124" "Dom" 41
"1308" "5514_124" "6145" "5514" "6019" "1" 124 41 "6019_124" "Dom" 41
"1309" "5514_125" "6216" "5514" "5522" "1" 125 41 "5522_125" "Dom" 41
"1310" "5516_105" "5753" "5516" "1731" "1" 105 78 "1731_105" "Dom" 78
"1311" "5517_105" "5680" "5517" "3093" "1" 105 1.1 "3093_105" "Sub" 1.1
"1312" "5517_105" "5590" "5517" "3093" "0.801" 105 1.1 "3093_105" "Sub" 1.1
"1313" "5517_112" "5825" "5517" "3093" "1" 112 1.1 "3093_112" "Sub" 1.1
"1314" "5517_124" "6164" "5517" "2960" "1" 124 1.1 "2960_124" "Sub" 1.1
"1315" "5517_142" "6388" "5517" "2960" "0.993" 142 1.1 "2960_142" "Dom" 1.1
"1316" "5517_159" "6668" "5517" "5837" "1" 159 1.1 "5837_159" "Dom" 1.1
"1317" "5518_116" "5851" "5518" "5456" "1" 116 92 "5456_116" "Dom" 92
"1318" "5518_122" "6070" "5518" "2974" "1" 122 92 "2974_122" "Dom" 92
"1319" "5518_124" "6184" "5518" "5456" "1" 124 92 "5456_124" "Dom" 92
"1320" "5518_124" "6185" "5518" "5528" "1" 124 92 "5528_124" "Dom" 92
"1321" "5518_142" "6669" "5518" "6050" "1" 142 92 "6050_142" "Dom" 92
"1322" "5521_125" "6377" "5521" "5118" "1" 125 65 "5118_125" "Dom" 65
"1323" "5524_112" "5767" "5524" "4860" "1" 112 129 "4860_112" "Dom" 129
"1324" "5524_118" "6029" "5524" "4860" "1" 118 129 "4860_118" "Dom" 129
"1325" "5524_124" "6177" "5524" "4860" "1" 124 129 "4860_124" "Dom" 129
"1326" "5524_142" "6374" "5524" "4860" "1" 142 129 "4860_142" "Dom" 129
"1327" "5524_142" "6550" "5524" "4860" "1" 142 129 "4860_142" "Dom" 129
"1328" "5524_161" "6846" "5524" "6314" "0.986" 161 129 "6314_161" "Dom" 129
"1329" "5525_118" "6025" "5525" "5513" "1" 118 33 "5513_118" "Sub" 33
"1330" "5525_125" "6370" "5525" "6017" "0.999" 125 33 "6017_125" "Sub" 33
"1331" "5525_125" "6231" "5525" "5834" "0.561" 125 33 "5834_125" "Sub" 33
"1332" "5530_118" "6026" "5530" "3089" "1" 118 55 "3089_118" "Dom" 55
"1333" "5530_124" "6222" "5530" "6026" "0.838" 124 55 "6026_124" "Dom" 55
"1334" "5530_125" "6315" "5530" "5822" "1" 125 55 "5822_125" "Dom" 55
"1335" "5531_104" "5625" "5531" "4957" "1" 104 108 "4957_104" "Dom" 108
"1336" "5532_105" "5757" "5532" "5515" "1" 105 38.1 "5515_105" "Dom" 38
"1337" "5532_105" "5757" "5532" "5515" "1" 105 38.1 "5515_105" "Dom" 43
"1338" "5532_105" "5757" "5532" "5515" "1" 105 38.1 "5515_105" "Dom" 38.1
"1339" "5533_105" "5624" "5533" "5167" "0.999" 105 133 "5167_105" "Dom" 133
"1340" "5536_122" "6038" "5536" "5837" "0.998" 122 134 "5837_122" "Dom" 134
"1341" "5536_124" "6194" "5536" "1750" "0.958" 124 2 "1750_124" "Sub" 2
"1342" "5537_124" "6196" "5537" "5626" "1" 124 54 "5626_124" "Dom" 54
"1343" "5537_142" "6564" "5537" "4947" "1" 142 54 "4947_142" "Dom" 54
"1344" "5537_159" "6709" "5537" "5602" "0.999" 159 54 "5602_159" "Dom" 54
"1345" "5543_124" "6162" "5543" "5508" "1" 124 50 "5508_124" "Sub" 50
"1346" "5543_125" "6240" "5543" "6033" "0.999" 125 50 "6033_125" "Sub" 50
"1347" "5543_142" "6548" "5543" "6136" "1" 142 50 "6136_142" "Sub" 50
"1348" "5543_159" "6675" "5543" "5588" "1" 159 50 "5588_159" "Sub" 50
"1349" "5543_166" "6835" "5543" "6570" "1" 166 50 "6570_166" "Dom" 50
"1350" "5545_125" "6207" "5545" "5638" "1" 125 120 "5638_125" "Dom" 120
"1351" "5545_159" "6735" "5545" "6050" "0.988" 159 120 "6050_159" "Dom" 120
"1352" "5545_161" "6785" "5545" "6565" "1" 161 120 "6565_161" "Dom" 120
"1353" "5545_166" "6902" "5545" "6689" "0.955" 166 120 "6689_166" "Dom" 120
"1354" "5549_116" "6017" "5549" "5612" "1" 116 130 "5612_116" "Dom" 130
"1355" "5549_116" "5855" "5549" "5522" "0.999" 116 130 "5522_116" "Dom" 130
"1356" "5549_116" "5854" "5549" "5522" "1" 116 130 "5522_116" "Dom" 130
"1357" "5549_124" "6201" "5549" "5612" "1" 124 130 "5612_124" "Dom" 130
"1358" "5549_139" "6307" "5549" "5523" "1" 139 130 "5523_139" "Dom" 130
"1359" "5549_139" "6375" "5549" "5776" "1" 139 130 "5776_139" "Dom" 130
"1360" "5549_144" "6561" "5549" "6019" "1" 144 130 "6019_144" "Dom" 130
"1361" "5549_164" "6769" "5549" "5612" "1" 164 130 "5612_164" "Dom" 130
"1362" "5562_105" "5756" "5562" "2991" "1" 105 122 "2991_105" "Dom" 122
"1363" "5562_105" "5756" "5562" "2991" "1" 105 122 "2991_105" "Dom" 52.1
"1364" "5564_122" "6212" "5564" "4892" "1" 122 116 "4892_122" "Dom" 116
"1365" "5564_122" "6212" "5564" "4892" "1" 122 116 "4892_122" "Dom" 67
"1366" "5573_105" "5763" "5573" NA "0.504" 105 51.2 "NA_105" "Sub" 51.2
"1367" "5573_112" "5824" "5573" "5554" "0.998" 112 51.2 "5554_112" "zDead" 51.2
"1368" "5575_124" "6148" "5575" "6018" "1" 124 51.2 "6018_124" "Dom" 51.2
"1369" "5575_125" "6284" "5575" "5820" "1" 125 51.2 "5820_125" "Dom" 51.2
"1370" "5575_142" "6546" "5575" "5820" "1" 142 51.2 "5820_142" "Dom" 51.2
"1371" "558_21" "1169" "558" "557" "1" 21 41 "557_21" "U" 41
"1372" "5589_118" "5907" "5589" "5275" "0.988" 118 53.1 "5275_118" "Dom" 53.1
"1373" "5589_122" "6138" "5589" "5559" "0.998" 122 53.1 "5559_122" "Dom" 53.1
"1374" "5589_142" "6551" "5589" "5559" "1" 142 53.1 "5559_142" "Dom" 53.1
"1375" "5589_164" "6749" "5589" "5559" "1" 164 53.2 "5559_164" "Dom" 53.2
"1376" "5596_118" "6031" "5596" "5249" "0.86" 118 85 "5249_118" "U" 85
"1377" "5596_124" "6167" "5596" "4872" "0.998" 124 85 "4872_124" "U" 85
"1378" "5596_125" "6200" "5596" "5292" "0.996" 125 85 "5292_125" "Dom" 85
"1379" "5597_125" "6221" "5597" "5602" "0.999" 125 53 "5602_125" "Dom" 53
"1380" "5597_125" "6224" "5597" "5602" "1" 125 53 "5602_125" "Dom" 53
"1381" "5597_142" "6569" "5597" "5283" "1" 142 53 "5283_142" "Dom" 53
"1382" "5598_105" "5681" "5598" "5249" "0.999" 105 77 "5249_105" "Sub" 77
"1383" "5598_105" "5847" "5598" "5249" "1" 105 77 "5249_105" "Sub" 77
"1384" "5598_122" "6157" "5598" "5077" "1" 122 77 "5077_122" "U" 77
"1385" "5598_124" "6158" "5598" "5077" "0.997" 124 77 "5077_124" "Sub" 77
"1386" "560_17" "947" "560" NA "0.69" 17 46 "NA_17" "Sub" 46
"1387" "560_21" "1274" "560" NA "0.682" 21 46 "NA_21" "zDead" 46
"1388" "5604_116" "5822" "5604" "1729" "1" 116 8 "1729_116" "Sub" 8
"1389" "5604_124" "6142" "5604" "1607" "1" 124 8 "1607_124" "Sub" 8
"1390" "5608_124" "6168" "5608" "4872" "1" 124 64 "4872_124" "Dom" 64
"1391" "561_17" "854" "561" NA "0.61" 17 46 "NA_17" "Dom" 46
"1392" "561_19" "869" "561" "467" "1" 19 47 "467_19" "Dom" 46
"1393" "561_19" "869" "561" "467" "1" 19 47 "467_19" "Dom" 47
"1394" "561_21" "1038" "561" "467" "1" 21 47 "467_21" "Dom" 47
"1395" "561_22" "1380" "561" "467" "1" 22 47 "467_22" "Dom" 47
"1396" "561_22" "1237" "561" "51" "1" 22 47 "51_22" "Dom" 47
"1397" "561_23" "1306" "561" "1178" "0.999" 23 47 "1178_23" "Dom" 47
"1398" "561_26" "1431" "561" "467" "1" 26 47 "467_26" "Dom" 47
"1399" "5611_124" "6153" "5611" "5508" "1" 124 32.5 "5508_124" "Sub" 32.5
"1400" "5613_118" "6023" "5613" "5779" "1" 118 41.1 "5779_118" "Dom" 41.1
"1401" "5613_125" "6202" "5613" "5522" "0.987" 125 41.1 "5522_125" "Dom" 41.1
"1402" "5613_139" "6372" "5613" "5522" "0.999" 139 41.1 "5522_139" "Dom" 41.1
"1403" "5613_142" "6552" "5613" "5522" "0.945" 142 41.1 "5522_142" "Dom" 41.1
"1404" "5616_112" "5787" "5616" "1499" "0.974" 112 126 "1499_112" "Dom" 126
"1405" "5621_116" "6011" "5621" "1607" "1" 116 8 "1607_116" "Dom" 8
"1406" "5621_142" "6652" "5621" "5462" "1" 142 7 "5462_142" "Dom" 7
"1407" "5621_144" "6658" "5621" "6156" "1" 144 7 "6156_144" "Dom" 7
"1408" "5621_161" "6850" "5621" "6171" "0.922" 161 123 "6171_161" "Dom" 123
"1409" "5621_164" "6831" "5621" "6171" "1" 164 123 "6171_164" "Dom" 123
"1410" "5625_122" "6049" "5625" "2991" "1" 122 78 "2991_122" "Dom" 78
"1411" "5625_124" "6140" "5625" "5820" "0.998" 124 78 "5820_124" "Dom" 78
"1412" "5625_125" "6273" "5625" "5626" "0.992" 125 78 "5626_125" "Dom" 78
"1413" "5625_139" "6294" "5625" "5820" "1" 139 78 "5820_139" "Dom" 78
"1414" "563_21" "1193" "563" "851" "0.995" 21 104 "851_21" "U" 104
"1415" "563_21" "1193" "563" "851" "0.995" 21 104 "851_21" "U" 109
"1416" "563_77" "5116" "563" "1587" "1" 77 104 "1587_77" "Dom" 104
"1417" "5630_118" "6061" "5630" "2966" "1" 118 18 "2966_118" "Dom" 18
"1418" "5630_125" "6281" "5630" "2966" "1" 125 18 "2966_125" "Dom" 18
"1419" "5630_125" "6210" "5630" "2966" "1" 125 18 "2966_125" "Dom" 18
"1420" "5630_125" "6209" "5630" "2966" "1" 125 18 "2966_125" "Dom" 18
"1421" "5630_142" "6555" "5630" "2966" "0.997" 142 18 "2966_142" "Dom" 18
"1422" "5630_144" "6563" "5630" "2966" "1" 144 18 "2966_144" "Dom" 18
"1423" "5630_159" "6728" "5630" "2966" "0.998" 159 18 "2966_159" "Dom" 18
"1424" "5630_166" "6906" "5630" "2966" "0.989" 166 18 "2966_166" "Dom" 18
"1425" "5634_118" "5908" "5634" "5291" "1" 118 108 "5291_118" "Dom" 108
"1426" "5634_124" "6174" "5634" "4957" "1" 124 108 "4957_124" "Dom" 108
"1427" "5634_125" "6300" "5634" "4957" "1" 125 108 "4957_125" "Dom" 108
"1428" "5634_142" "6560" "5634" "6379" "1" 142 108 "6379_142" "Dom" 108
"1429" "5634_159" "6704" "5634" "6567" "1" 159 108 "6567_159" "Dom" 108
"1430" "5634_164" "6751" "5634" "5904" "1" 164 108 "5904_164" "Dom" 108
"1431" "5634_164" "6784" "5634" "5904" "1" 164 108 "5904_164" "Dom" 108
"1432" "5634_164" "6782" "5634" "5904" "1" 164 108 "5904_164" "Dom" 108
"1433" "5635_122" "6045" "5635" "5462" "1" 122 133 "5462_122" "Dom" 133
"1434" "5635_122" "6046" "5635" "5595" "0.995" 122 133 "5595_122" "Dom" 133
"1435" "5635_124" "6137" "5635" "5620" "1" 124 133 "5620_124" "Dom" 133
"1436" "5635_125" "6276" "5635" "5462" "1" 125 133 "5462_125" "Dom" 133
"1437" "5635_159" "6693" "5635" "3456" "1" 159 133 "3456_159" "Dom" 133
"1438" "5635_159" "6700" "5635" "6193" "1" 159 133 "6193_159" "Dom" 133
"1439" "5635_164" "6748" "5635" "6193" "1" 164 133 "6193_164" "Dom" 133
"1440" "5640_122" "6043" "5640" "5321" "0.999" 122 41 "5321_122" "Sub" 41
"1441" "5640_142" "6572" "5640" "5522" "1" 142 41 "5522_142" "Sub" 41
"1442" "5640_142" "6371" "5640" "5522" "1" 142 41 "5522_142" "Sub" 41
"1443" "5640_164" "6764" "5640" "6572" "0.999" 164 41 "6572_164" "Sub" 41
"1444" "5641_125" "6225" "5641" "6019" "0.999" 125 39 "6019_125" "Dom" 39
"1445" "5641_125" "6204" "5641" "5776" "1" 125 39 "5776_125" "Dom" 39
"1446" "5641_125" "6214" "5641" "5612" "0.999" 125 39 "5612_125" "Dom" 39
"1447" "5641_142" "6653" "5641" "6019" "0.998" 142 39 "6019_142" "Dom" 39
"1448" "5641_161" "6752" "5641" "5776" "1" 161 39 "5776_161" "Dom" 39
"1449" "5644_164" "6779" "5644" "5904" "1" 164 87.1 "5904_164" "Dom" 87.1
"1450" "5652_124" "6146" "5652" "1533" "1" 124 81 "1533_124" "U" 81
"1451" "5652_139" "6387" "5652" "3486" "1" 139 81 "3486_139" "Dom" 81
"1452" "5657_124" "6156" "5657" "5775" "1" 124 10 "5775_124" "Dom" 10
"1453" "5657_124" "6143" "5657" "5775" "1" 124 10 "5775_124" "Dom" 10
"1454" "5657_125" "6279" "5657" "1762" "1" 125 10 "1762_125" "Dom" 10
"1455" "5657_142" "6575" "5657" "1762" "0.937" 142 10 "1762_142" "Dom" 10
"1456" "5657_164" "6895" "5657" "1762" "1" 164 10 "1762_164" "Dom" 10
"1457" "5657_166" "6900" "5657" "6155" "0.987" 166 10 "6155_166" "Dom" 10
"1458" "5683_112" "5844" "5683" "4854" "0.999" 112 127 "4854_112" "Dom" 127
"1459" "5683_116" "6016" "5683" "1750" "1" 116 127 "1750_116" "Dom" 127
"1460" "5683_124" "6155" "5683" "5837" "1" 124 127 "5837_124" "Dom" 127
"1461" "5683_125" "6211" "5683" "5620" "0.999" 125 127 "5620_125" "Dom" 127
"1462" "5683_159" "6701" "5683" "6375" "1" 159 127 "6375_159" "Dom" 127
"1463" "5683_164" "6743" "5683" "6375" "0.999" 164 127 "6375_164" "Dom" 127
"1464" "5685_116" "6015" "5685" "5285" "1" 116 57.1 "5285_116" "Dom" 57.1
"1465" "5749_125" "6274" "5749" "5639" "0.999" 125 84 "5639_125" "Dom" 84
"1466" "5749_142" "6558" "5749" "5639" "1" 142 84 "5639_142" "Dom" 84
"1467" "5749_159" "6706" "5749" "5639" "0.998" 159 84 "5639_159" "Dom" 84
"1468" "5749_164" "6756" "5749" "5639" "1" 164 84 "5639_164" "Dom" 84
"1469" "5750_125" "6230" "5750" "5847" "1" 125 23 "5847_125" "Dom" 23
"1470" "5766_122" "6067" "5766" "4890" "1" 122 28.1 "4890_122" "Dom" 28.1
"1471" "5766_124" "6139" "5766" "4890" "0.999" 124 28.1 "4890_124" "Dom" 28.1
"1472" "5766_125" "6268" "5766" "4890" "0.985" 125 28.1 "4890_125" "Dom" 28.1
"1473" "5769_124" "6172" "5769" "5559" "0.987" 124 26.5 "5559_124" "Dom" 26.5
"1474" "5769_125" "6282" "5769" "5679" "1" 125 26.5 "5679_125" "Dom" 26.5
"1475" "5823_144" "6559" "5823" "5839" "0.999" 144 25.1 "5839_144" "Dom" 25.1
"1476" "5823_161" "6788" "5823" "5839" "0.992" 161 25.1 "5839_161" "Dom" 25.1
"1477" "5823_164" "6836" "5823" "6556" "1" 164 25.1 "6556_164" "Dom" 25.1
"1478" "5825_159" "6761" "5825" "6172" "1" 159 111 "6172_159" "zDead" 111
"1479" "5833_124" "6160" "5833" "5595" "0.999" 124 26 "5595_124" "Dom" 26
"1480" "5833_125" "6314" "5833" "5559" "1" 125 26 "5559_125" "Dom" 26
"1481" "5833_159" "6729" "5833" "5679" "0.994" 159 26 "5679_159" "Dom" 26
"1482" "5833_164" "6746" "5833" "5559" "0.987" 164 26 "5559_164" "Dom" 26
"1483" "5838_124" "6170" "5838" "5626" "0.999" 124 122 "5626_124" "Dom" 122
"1484" "5838_125" "6199" "5838" "5820" "1" 125 122 "5820_125" "Dom" 122
"1485" "5838_142" "6378" "5838" "5820" "1" 142 122 "5820_142" "Dom" 122
"1486" "5838_159" "6662" "5838" "5820" "1" 159 122 "5820_159" "Dom" 122
"1487" "5838_164" "6739" "5838" "6294" "1" 164 122 "6294_164" "Dom" 122
"1488" "5842_124" "6190" "5842" "5333" "1" 124 111 "5333_124" "Dom" 111
"1489" "5842_125" "6297" "5842" "5333" "0.992" 125 111 "5333_125" "Dom" 111
"1490" "5843_125" "6217" "5843" "5588" "1" 125 22 "5588_125" "Dom" 22
"1491" "5843_164" "6852" "5843" "6230" "1" 164 22 "6230_164" "Dom" 22
"1492" "5845_116" "6012" "5845" "5249" "1" 116 63 "5249_116" "Dom" 63
"1493" "5845_122" "6179" "5845" "5292" "1" 122 63 "5292_122" "Dom" 63
"1494" "5845_139" "6383" "5845" "5292" "1" 139 63 "5292_139" "Dom" 63
"1495" "5845_139" "6386" "5845" "5077" "0.976" 139 63 "5077_139" "Dom" 63
"1496" "5845_159" "6663" "5845" "6167" "1" 159 63 "6167_159" "Dom" 63
"1497" "5845_164" "6780" "5845" "6200" "1" 164 63 "6200_164" "Dom" 63
"1498" "5846_166" "6889" "5846" "6231" "1" 166 32 "6231_166" "U" 32
"1499" "5851_125" "6218" "5851" "1533" "1" 125 67 "1533_125" "Dom" 67
"1500" "5851_142" "6556" "5851" "3089" "0.998" 142 67 "3089_142" "Dom" 67
"1501" "5851_159" "6688" "5851" "3486" "1" 159 67 "3486_159" "Dom" 67
"1502" "5851_166" "6897" "5851" "6032" "1" 166 67 "6032_166" "Dom" 67
"1503" "5854_142" "6554" "5854" "5822" "1" 142 56 "5822_142" "Dom" 56
"1504" "5854_159" "6666" "5854" "5822" "1" 159 56 "5822_159" "Dom" 56
"1505" "5854_159" "6661" "5854" "5822" "1" 159 56 "5822_159" "Dom" 56
"1506" "5901_125" "6261" "5901" "5776" "1" 125 46 "5776_125" "Dom" 46
"1507" "5901_125" "6213" "5901" "5776" "1" 125 46 "5776_125" "Dom" 46
"1508" "5901_159" "6654" "5901" "6019" "1" 159 46 "6019_159" "Dom" 46
"1509" "5901_164" "6848" "5901" "6019" "1" 164 46 "6019_164" "Dom" 46
"1510" "5901_164" "6842" "5901" "6307" "0.992" 164 46 "6307_164" "Dom" 46
"1511" "5902_118" "6033" "5902" "5523" "1" 118 43 "5523_118" "Sub" 43
"1512" "5909_144" "6650" "5909" "5820" "1" 144 78 "5820_144" "Dom" 78
"1513" "594_17" "911" "594" "29" "1" 17 18 "29_17" "Dom" 18
"1514" "594_17" "911" "594" "29" "1" 17 18 "29_17" "Dom" 28
"1515" "594_17" "501" "594" "29" "1" 17 18 "29_17" "Dom" 18
"1516" "594_17" "501" "594" "29" "1" 17 18 "29_17" "Dom" 28
"1517" "595_21" "1061" "595" "215" "0.997" 21 6 "215_21" "Dom" 6
"1518" "595_34" "3013" "595" "1499" "1" 34 6 "1499_34" "Dom" 6
"1519" "595_39" "1606" "595" "495" "1" 39 6 "495_39" "Dom" 6
"1520" "595_39" "1585" "595" "495" "1" 39 6 "495_39" "Dom" 6
"1521" "595_40" "1701" "595" "497" "1" 40 6 "497_40" "Dom" 6
"1522" "596_19" "874" "596" "497" "1" 19 5 "497_19" "Dom" 5
"1523" "596_21" "1187" "596" "497" "1" 21 5 "497_21" "Dom" 5
"1524" "596_22" "1391" "596" "200" "1" 22 5 "200_22" "Dom" 5
"1525" "596_25" "1349" "596" "200" "0.987" 25 5 "200_25" "Dom" 5
"1526" "596_28" "1546" "596" "497" "1" 28 5 "497_28" "Dom" 5
"1527" "596_28" "1532" "596" "911" "1" 28 5 "911_28" "Dom" 5
"1528" "598_17" "925" "598" NA "0.438" 17 78 "NA_17" "Sub" 78
"1529" "598_19" "1043" "598" "42" "0.987" 19 78 "42_19" "zDead" 78
"1530" "6009_139" "6565" "6009" "1869" "1" 139 101 "1869_139" "Dom" 101
"1531" "6009_159" "6696" "6009" "6249" "1" 159 101 "6249_159" "Dom" 101
"1532" "6009_164" "6765" "6009" "5547" "1" 164 101 "5547_164" "Dom" 101
"1533" "601_22" "1401" "601" "1018" "1" 22 116 "1018_22" "Dom" 116
"1534" "601_28" "1486" "601" "506" "1" 28 116 "506_28" "Dom" 116
"1535" "601_30" "1849" "601" "506" "1" 30 116 "506_30" "Dom" 116
"1536" "601_30" "1850" "601" "506" "1" 30 116 "506_30" "Dom" 116
"1537" "6022_124" "6188" "6022" "5522" "1" 124 86 "5522_124" "Dom" 86
"1538" "6022_125" "6313" "6022" "5643" "0.984" 125 86 "5643_125" "Dom" 86
"1539" "6022_159" "6690" "6022" "5779" "1" 159 86 "5779_159" "Dom" 86
"1540" "6022_164" "6853" "6022" "5291" "0.947" 164 86 "5291_164" "Dom" 86
"1541" "6022_166" "6874" "6022" "6708" "1" 166 86 "6708_166" "Dom" 86
"1542" "6028_124" "6150" "6028" "3456" "0.999" 124 126 "3456_124" "Dom" 126
"1543" "6028_125" "6272" "6028" "3456" "0.976" 125 126 "3456_125" "Dom" 126
"1544" "6028_142" "6673" "6028" "3456" "1" 142 126 "3456_142" "Dom" 126
"1545" "6028_159" "6698" "6028" "3456" "1" 159 126 "3456_159" "Dom" 126
"1546" "6028_164" "6733" "6028" "5829" "1" 164 126 "5829_164" "Dom" 126
"1547" "6028_166" "6870" "6028" "3456" "1" 166 126 "3456_166" "Dom" 126
"1548" "6034_139" "6385" "6034" "5853" "1" 139 1.2 "5853_139" "Dom" 1.2
"1549" "6034_142" "6646" "6034" "2966" "0.999" 142 1.2 "2966_142" "Dom" 1.2
"1550" "6034_164" "6777" "6034" "2966" "0.997" 164 1.2 "2966_164" "Dom" 1.2
"1551" "6034_164" "6777" "6034" "2966" "0.997" 164 1.2 "2966_164" "Dom" 1.1
"1552" "6034_166" "6833" "6034" "5590" "1" 166 1.2 "5590_166" "Dom" 1.2
"1553" "6036_142" "6660" "6036" "6163" "1" 142 35.1 "6163_142" "Dom" 35.1
"1554" "6036_142" "6651" "6036" "5639" "1" 142 35.1 "5639_142" "Dom" 35.1
"1555" "6036_159" "6705" "6036" "6163" "1" 159 35.1 "6163_159" "Dom" 35.1
"1556" "6036_164" "6776" "6036" "6163" "0.994" 164 35.1 "6163_164" "Dom" 35.1
"1557" "6036_164" "6888" "6036" "6163" "1" 164 35.1 "6163_164" "Dom" 35.1
"1558" "604_21" "1186" "604" "603" "0.997" 21 33 "603_21" "Dom" 33
"1559" "604_22" "1383" "604" "1039" "0.367" 22 33 "1039_22" "Dom" 33
"1560" "604_25" "1385" "604" "216" "0.998" 25 33 "216_25" "Dom" 33
"1561" "604_28" "1557" "604" "921" "1" 28 33 "921_28" "Dom" 33
"1562" "604_28" "1553" "604" "1274" "1" 28 33 "1274_28" "Dom" 33
"1563" "604_40" "1729" "604" "1221" "0.998" 40 33 "1221_40" "zDead" 33
"1564" "6044_142" "6376" "6044" "5822" "1" 142 57.1 "5822_142" "Dom" 57.1
"1565" "6044_161" "6783" "6044" "3089" "1" 161 57.1 "3089_161" "Dom" 57.1
"1566" "6044_166" "6869" "6044" "3089" "1" 166 57.1 "3089_166" "Dom" 57.1
"1567" "6048_125" "6191" "6048" "4957" "1" 125 42 "4957_125" "Dom" 42
"1568" "6048_164" "6753" "6048" "5776" "1" 164 42 "5776_164" "Dom" 42
"1569" "6048_164" "6753" "6048" "5776" "1" 164 42 "5776_164" "Dom" 87.1
"1570" "6061_125" "6206" "6061" "5547" "0.999" 125 68 "5547_125" "Dom" 68
"1571" "6061_142" "6381" "6061" "5547" "1" 142 68 "5547_142" "Dom" 68
"1572" "6061_142" "6380" "6061" "5547" "1" 142 68 "5547_142" "Dom" 68
"1573" "6061_164" "6778" "6061" "5547" "1" 164 68 "5547_164" "Dom" 68
"1574" "6064_166" "6845" "6064" "5626" "1" 166 137 "5626_166" "Dom" 137
"1575" "6066_124" "6165" "6066" "1750" "1" 124 1 "1750_124" "Dom" 1
"1576" "6066_125" "6229" "6066" "1750" "1" 125 1 "1750_125" "Dom" 1
"1577" "6068_159" "6760" "6068" "5826" "1" 159 47.2 "5826_159" "Dom" 47.2
